ruc,empresa,establecimiento,giro,resolucion,codigo_sala,vigencia,maq,memoria,mesas,direccion,distrito,provincia,departamento,direccion_original,direccion_normalizada,direccion_variantes
20493328400,INVERSIONES TURISTICAS TRAPECIO AMAZONICO S.A.C.,TRAPECIO AMAZONICO,,002511,120445001,2027-06-15,187.0,698.0,,Jr. PROSPERO No. 1001 y Jr. RAMIREZ HURTADO No. 1008,IQUITOS,MAYNAS,LORETO,Jr. PROSPERO No. 1001 y Jr. RAMIREZ HURTADO No. 1008,JIRON. PROSPERO NO. 1001 Y JIRON. RAMIREZ HURTADO NO. 1008,"[""JIRON. PROSPERO NO. 1001 Y JIRON. RAMIREZ HURTADO NO. 1008"", ""JIRON. PROSPERO NO. 1001 Y JIRON. RAMIREZ HURTADO NO. 1008, IQUITOS""]"
20515452908,INVERSIONES UNION LOO S.A.C.,COSTA ESMERALDA,,6289 - 2025,140945003,2030-09-05,73.0,203.0,,Av. VENEZUELA No. 874 - 876 - 882 - 884 - 886,BREÑA,LIMA,LIMA,Av. VENEZUELA No. 874 - 876 - 882 - 884 - 886,"AVENIDA. VENEZUELA NO. 874, 876, 882, 884, 886","[""AVENIDA. VENEZUELA NO. 874, 876, 882, 884, 886"", ""AVENIDA. VENEZUELA NO. 874, 876, 882, 884, 886, BREÑA""]"
20515452908,INVERSIONES UNION LOO S.A.C.,MYSTIC RIVER,,4991 - 2024,140945002,2028-08-29,56.0,162.0,,Jr. PEDRO CANGA No. 407,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN,Jr. PEDRO CANGA No. 407,JIRON. PEDRO CANGA NO. 407,"[""JIRON. PEDRO CANGA NO. 407"", ""JIRON. PEDRO CANGA NO. 407, MOYOBAMBA""]"
20607502561,INVERSIONES VOLUSIA S.A.C.,MAMBOS,,001637,142425001,2026-10-04,104.0,232.0,,Av. PRINCIPAL MZ C-7 LT 11 Lt. 11,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Av. PRINCIPAL MZ C-7 LT 11 Lt. 11,"AVENIDA. PRINCIPAL MZ C, 7 LT 11 LT. 11","[""AVENIDA. PRINCIPAL MZ C, 7 LT 11 LT. 11"", ""AVENIDA. PRINCIPAL MZ C, 7 LT 11 LT. 11, VENTANILLA"", ""AVENIDA. PRINCIPAL MZ. C, 7 LT 11 LT. 11"", ""AVENIDA. PRINCIPAL MZ C, 7 LT. 11 LT. 11""]"
20606741546,INVERSIONES WINDEN S.A.C.,EL DORADO,,6155 - 2025,142331006,2030-09-01,77.0,164.0,,Av. VIDAURRAZAGA S/N MZ. B Lt. 10 - 10 - 11 - 11 - 9 - 9,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,Av. VIDAURRAZAGA S/N MZ. B Lt. 10 - 10 - 11 - 11 - 9 - 9,"AVENIDA. VIDAURRAZAGA S/N MZ. B LT. 10, 10, 11, 11, 9, 9","[""AVENIDA. VIDAURRAZAGA S/N MZ. B LT. 10, 10, 11, 11, 9, 9"", ""AVENIDA. VIDAURRAZAGA S/N MZ. B LT. 10, 10, 11, 11, 9, 9, JOSÉ LUIS BUSTAMANTE Y RIVERO""]"
20606741546,INVERSIONES WINDEN S.A.C.,EL GALEON DE ORO,,003130-2024,142331005,2029-06-14,123.0,249.0,,Jr. 2 DE MAYO No. 316 y Jr. ZEPITA No. 222,ILO,ILO,MOQUEGUA,Jr. 2 DE MAYO No. 316 y Jr. ZEPITA No. 222,JIRON. 2 DE MAYO NO. 316 Y JIRON. ZEPITA NO. 222,"[""JIRON. 2 DE MAYO NO. 316 Y JIRON. ZEPITA NO. 222"", ""JIRON. 2 DE MAYO NO. 316 Y JIRON. ZEPITA NO. 222, ILO""]"
20606741546,INVERSIONES WINDEN S.A.C.,EL GALEON DORADO,,005541-2024,142331004,2029-09-21,34.0,64.0,,Calle YANAHUARA MZ. S Lt. 4,MAJES,CAYLLOMA,AREQUIPA,Calle YANAHUARA MZ. S Lt. 4,CALLE YANAHUARA MZ. S LT. 4,"[""CALLE YANAHUARA MZ. S LT. 4"", ""CALLE YANAHUARA MZ. S LT. 4, MAJES""]"
20537493489,INVERSIONES WINDSOR S.A.C.,32 STREET,,4246 - 2026,141450001,2030-06-12,55.0,172.0,,Av. PERU No. 3238,SAN MARTÍN DE PORRES,LIMA,LIMA,Av. PERU No. 3238,AVENIDA. PERU NO. 3238,"[""AVENIDA. PERU NO. 3238"", ""AVENIDA. PERU NO. 3238, SAN MARTÍN DE PORRES""]"
20544804074,INVERSIONES Y RECREACIONES LINERD S.A.C.,IMPODIST,,1801,141474001,,63.0,212.0,,"Av. 15 DE JULIO LT. 07, HUAYCAN Mz. B",ATE,LIMA,LIMA,"Av. 15 DE JULIO LT. 07, HUAYCAN Mz. B","AVENIDA. 15 DE JULIO LT. 07, HUAYCAN MZ. B","[""AVENIDA. 15 DE JULIO LT. 07, HUAYCAN MZ. B"", ""AVENIDA. 15 DE JULIO LT. 07, HUAYCAN MZ. B, ATE""]"
20513831847,INVERSIONES Y RECREACIONES REYMAR S.A.C.,BELAUNDE,,1643,140590002,2028-05-02,54.0,124.0,,Av. VICTOR ANDRES BELAUNDE OESTE No. 151 - 153,COMAS,LIMA,LIMA,Av. VICTOR ANDRES BELAUNDE OESTE No. 151 - 153,"AVENIDA. VICTOR ANDRES BELAUNDE OESTE NO. 151, 153","[""AVENIDA. VICTOR ANDRES BELAUNDE OESTE NO. 151, 153"", ""AVENIDA. VICTOR ANDRES BELAUNDE OESTE NO. 151, 153, COMAS""]"
20513831847,INVERSIONES Y RECREACIONES REYMAR S.A.C.,DOLPHINS,,160 - 2024,120590001,2028-01-16,86.0,248.0,,Av. TUPAC AMARU No. 6651,COMAS,LIMA,LIMA,Av. TUPAC AMARU No. 6651,AVENIDA. TUPAC AMARU NO. 6651,"[""AVENIDA. TUPAC AMARU NO. 6651"", ""AVENIDA. TUPAC AMARU NO. 6651, COMAS""]"
20502695151,INVERSIONES Y REPRESENTACIONES CECAR S.A.C.,LAS VEGAS,,3046,120342001,2027-07-17,198.0,522.0,,Av. VICTOR RAUL HAYA DE LA TORRE No. 668 - 672 y Jr. MANUEL RUIZ No. 277 - 281,CHIMBOTE,SANTA,ÁNCASH,Av. VICTOR RAUL HAYA DE LA TORRE No. 668 - 672 y Jr. MANUEL RUIZ No. 277 - 281,"AVENIDA. VICTOR RAUL HAYA DE LA TORRE NO. 668, 672 Y JIRON. MANUEL RUIZ NO. 277, 281","[""AVENIDA. VICTOR RAUL HAYA DE LA TORRE NO. 668, 672 Y JIRON. MANUEL RUIZ NO. 277, 281"", ""AVENIDA. VICTOR RAUL HAYA DE LA TORRE NO. 668, 672 Y JIRON. MANUEL RUIZ NO. 277, 281, CHIMBOTE""]"
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,BLACK JACK II,HOTEL ***,3211,110806002,2027-07-26,63.0,163.0,,Calle ELIAS AGUIRRE No. 121,CHICLAYO,CHICLAYO,LAMBAYEQUE,Calle ELIAS AGUIRRE No. 121,CALLE ELIAS AGUIRRE NO. 121,"[""CALLE ELIAS AGUIRRE NO. 121"", ""CALLE ELIAS AGUIRRE NO. 121, CHICLAYO""]"
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,DORA 2,HOTEL ****,2902 - 2025,130806003,2029-04-28,70.0,188.0,,Calle BELEN No. 494-2,CUSCO,CUSCO,CUSCO,Calle BELEN No. 494-2,"CALLE BELEN NO. 494, 2","[""CALLE BELEN NO. 494, 2"", ""CALLE BELEN NO. 494, 2, CUSCO""]"
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,SALON DE JUEGOS BLACK JACK,,3197,120806001,2026-10-21,40.0,96.0,,Av. BAUZATE Y MEZA No. 1489,LA VICTORIA,LIMA,LIMA,Av. BAUZATE Y MEZA No. 1489,AVENIDA. BAUZATE Y MEZA NO. 1489,"[""AVENIDA. BAUZATE Y MEZA NO. 1489"", ""AVENIDA. BAUZATE Y MEZA NO. 1489, LA VICTORIA""]"
20493485840,INVERSIONES ZULLYMAT S.A.C.,BELEN,,1295,140865002,2027-09-11,67.0,143.0,,Av. RAMIREZ HURTADO No. 1161,BELÉN,MAYNAS,LORETO,Av. RAMIREZ HURTADO No. 1161,AVENIDA. RAMIREZ HURTADO NO. 1161,"[""AVENIDA. RAMIREZ HURTADO NO. 1161"", ""AVENIDA. RAMIREZ HURTADO NO. 1161, BELÉN""]"
20612236110,INVERT SLOT FAIN S.A.C.,TEXAS,,9840 - 2025,142651001,2030-12-29,64.0,187.0,,Av. MICAELA BASTIDAS No. 382,PICHANAQUI,CHANCHAMAYO,JUNÍN,Av. MICAELA BASTIDAS No. 382,AVENIDA. MICAELA BASTIDAS NO. 382,"[""AVENIDA. MICAELA BASTIDAS NO. 382"", ""AVENIDA. MICAELA BASTIDAS NO. 382, PICHANAQUI""]"
20491975513,ISA PERU GROUP S.A.C.,GARDEN CITY CASINO,REST. 5TT,336,111145001,2027-09-13,313.0,816.0,,Jr. FRANCISCO PIZARRO No. 638 - 644,TRUJILLO,TRUJILLO,LA LIBERTAD,Jr. FRANCISCO PIZARRO No. 638 - 644,"JIRON. FRANCISCO PIZARRO NO. 638, 644","[""JIRON. FRANCISCO PIZARRO NO. 638, 644"", ""JIRON. FRANCISCO PIZARRO NO. 638, 644, TRUJILLO""]"
20491975513,ISA PERU GROUP S.A.C.,QUEEN''S TRAGAMONEDAS,,846 - 2025,141145004,2030-02-11,148.0,263.0,,Av. LOS PROCERES No. 7876 - 7878,LOS OLIVOS,LIMA,LIMA,Av. LOS PROCERES No. 7876 - 7878,"AVENIDA. LOS PROCERES NO. 7876, 7878","[""AVENIDA. LOS PROCERES NO. 7876, 7878"", ""AVENIDA. LOS PROCERES NO. 7876, 7878, LOS OLIVOS""]"
20491975513,ISA PERU GROUP S.A.C.,TRAGAMONEDAS ROYAL,REST. 5TT,4769,131145003,2028-11-03,32.0,68.0,,Av. ANTUNEZ DE MAYOLO (BOCANEGRA) MZ. F Lt. 4 Lt. 4,SAN MARTÍN DE PORRES,LIMA,LIMA,Av. ANTUNEZ DE MAYOLO (BOCANEGRA) MZ. F Lt. 4 Lt. 4,AVENIDA. ANTUNEZ DE MAYOLO (BOCANEGRA) MZ. F LT. 4 LT. 4,"[""AVENIDA. ANTUNEZ DE MAYOLO (BOCANEGRA) MZ. F LT. 4 LT. 4"", ""AVENIDA. ANTUNEZ DE MAYOLO (BOCANEGRA) MZ. F LT. 4 LT. 4, SAN MARTÍN DE PORRES""]"
20491975513,ISA PERU GROUP S.A.C.,TRAGAMONEDAS VENEZIA,REST. 5TT,5196,131145002,2028-11-30,62.0,124.0,,Av. LA PLAYA MZ. R5 Lt. 21,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,Av. LA PLAYA MZ. R5 Lt. 21,AVENIDA. LA PLAYA MZ. R5 LT. 21,"[""AVENIDA. LA PLAYA MZ. R5 LT. 21"", ""AVENIDA. LA PLAYA MZ. R5 LT. 21, VENTANILLA""]"
20508813938,J & L GAMING S.A.C.,KOKOMO,,001233,120481001,2027-04-21,94.0,505.0,,Jr. GALVEZ No. 263,BARRANCA,BARRANCA,LIMA,Jr. GALVEZ No. 263,JIRON. GALVEZ NO. 263,"[""JIRON. GALVEZ NO. 263"", ""JIRON. GALVEZ NO. 263, BARRANCA""]"
20392708546,J Y M SLOTS S.A.C.,SALA LA FONTANA,,743,141412001,,71.0,158.0,,Jr. MOQUEGUA No. 430,TARMA,TARMA,JUNÍN,Jr. MOQUEGUA No. 430,JIRON. MOQUEGUA NO. 430,"[""JIRON. MOQUEGUA NO. 430"", ""JIRON. MOQUEGUA NO. 430, TARMA""]"
20510522266,J.B.H.R S.A.C.,4 ASES,,002044,120746001,,90.0,177.0,,Av. TORIBIO LUZURIAGA No. 624,HUARAZ,HUARAZ,ÁNCASH,Av. TORIBIO LUZURIAGA No. 624,AVENIDA. TORIBIO LUZURIAGA NO. 624,"[""AVENIDA. TORIBIO LUZURIAGA NO. 624"", ""AVENIDA. TORIBIO LUZURIAGA NO. 624, HUARAZ""]"
20510522266,J.B.H.R S.A.C.,4 ASES - CAÑETE,,001316,120746002,,143.0,310.0,,Jr. FRANCISCO BOLOGNESI No. 131,SAN VICENTE DE CAÑETE,CAÑETE,LIMA,Jr. FRANCISCO BOLOGNESI No. 131,JIRON. FRANCISCO BOLOGNESI NO. 131,"[""JIRON. FRANCISCO BOLOGNESI NO. 131"", ""JIRON. FRANCISCO BOLOGNESI NO. 131, SAN VICENTE DE CAÑETE""]"
20536542401,J.M.J. APOLO LIMA S.A.C.,RUMBA PISCO,REST. 5TT,7904 - 2025,111357001,2029-10-23,64.0,87.0,,Av. FERMIN TANGUIS LOCAL B-1 A BLOCK B No. 291,PISCO,PISCO,ICA,Av. FERMIN TANGUIS LOCAL B-1 A BLOCK B No. 291,"AVENIDA. FERMIN TANGUIS LOCAL B, 1 A BLOCK B NO. 291","[""AVENIDA. FERMIN TANGUIS LOCAL B, 1 A BLOCK B NO. 291"", ""AVENIDA. FERMIN TANGUIS LOCAL B, 1 A BLOCK B NO. 291, PISCO""]"
20600480171,JASA RECREATIVO S.A.C.,EL MERCAO,REST. 5TT,000881,111945001,,32.0,80.0,,Av. MARIANO IGNACIO PRADO No. 418,CHILCA,CAÑETE,LIMA,Av. MARIANO IGNACIO PRADO No. 418,AVENIDA. MARIANO IGNACIO PRADO NO. 418,"[""AVENIDA. MARIANO IGNACIO PRADO NO. 418"", ""AVENIDA. MARIANO IGNACIO PRADO NO. 418, CHILCA""]"
20600480171,JASA RECREATIVO S.A.C.,PACIFICO,REST. 5TT,000287,111945002,2027-01-27,49.0,138.0,,Av. PACIFICO LOTE 64 Mz. K-2,NUEVO CHIMBOTE,SANTA,ÁNCASH,Av. PACIFICO LOTE 64 Mz. K-2,"AVENIDA. PACIFICO LOTE 64 MZ. K, 2","[""AVENIDA. PACIFICO LOTE 64 MZ. K, 2"", ""AVENIDA. PACIFICO LOTE 64 MZ. K, 2, NUEVO CHIMBOTE""]"
20548505900,JEHADHA S.A.C.,GAME PALACE,,002712-2023,142182001,2027-06-29,178.0,453.0,,Jr. HUALLAGA No. 641,LIMA,LIMA,LIMA,Jr. HUALLAGA No. 641,JIRON. HUALLAGA NO. 641,"[""JIRON. HUALLAGA NO. 641"", ""JIRON. HUALLAGA NO. 641, LIMA""]"
20548505900,JEHADHA S.A.C.,SAN CARLOS,REST. 5TT,4190 - 2025,112182003,2029-06-11,115.0,235.0,,Av. PROCERES DE LA INDEPENDENCIA No. 2780,SAN JUAN DE LURIGANCHO,LIMA,LIMA,Av. PROCERES DE LA INDEPENDENCIA No. 2780,AVENIDA. PROCERES DE LA INDEPENDENCIA NO. 2780,"[""AVENIDA. PROCERES DE LA INDEPENDENCIA NO. 2780"", ""AVENIDA. PROCERES DE LA INDEPENDENCIA NO. 2780, SAN JUAN DE LURIGANCHO""]"
20481204152,JENNA INVESTMENT S.A.C.,IMPERIAL ROYAL I,,000179,141001002,2029-01-17,66.0,111.0,,Jr. TARMA No. 456,CHANCHAMAYO,CHANCHAMAYO,JUNÍN,Jr. TARMA No. 456,JIRON. TARMA NO. 456,"[""JIRON. TARMA NO. 456"", ""JIRON. TARMA NO. 456, CHANCHAMAYO""]"
20481204152,JENNA INVESTMENT S.A.C.,IMPERIAL ROYAL III,,000409,141001001,2029-02-02,56.0,89.0,,Jr. PROGRESO No. 290,CHANCHAMAYO,CHANCHAMAYO,JUNÍN,Jr. PROGRESO No. 290,JIRON. PROGRESO NO. 290,"[""JIRON. PROGRESO NO. 290"", ""JIRON. PROGRESO NO. 290, CHANCHAMAYO""]"
20486353342,JUEGO Y AVENTURA REAL S.A.C.,Palace,,116,140741002,2028-01-17,151.0,258.0,,Av. AVIACION No. 4543 - 4545,SANTIAGO DE SURCO,LIMA,LIMA,Av. AVIACION No. 4543 - 4545,"AVENIDA. AVIACION NO. 4543, 4545","[""AVENIDA. AVIACION NO. 4543, 4545"", ""AVENIDA. AVIACION NO. 4543, 4545, SANTIAGO DE SURCO""]"
20486353342,JUEGO Y AVENTURA REAL S.A.C.,PALACIO REAL MOCHE,,3596 - 2025,120741001,2029-06-03,153.0,353.0,,Av. VELASCO ASTETE No. 2025,SANTIAGO DE SURCO,LIMA,LIMA,Av. VELASCO ASTETE No. 2025,AVENIDA. VELASCO ASTETE NO. 2025,"[""AVENIDA. VELASCO ASTETE NO. 2025"", ""AVENIDA. VELASCO ASTETE NO. 2025, SANTIAGO DE SURCO""]"
20510359764,JUEGOS BORGOÑO S.A.C.,CARNAVAL LURIN,REST. 5TT,3189 - 2026,130780003,2030-05-06,120.0,511.0,,Av. Victor Raul Haya De La Torre Mz. A Lote 4-B Lt. 4-B,LURIN,LIMA,LIMA,Av. Victor Raul Haya De La Torre Mz. A Lote 4-B Lt. 4-B,"AVENIDA. VICTOR RAUL HAYA DE LA TORRE MZ. A LOTE 4, B LT. 4, B","[""AVENIDA. VICTOR RAUL HAYA DE LA TORRE MZ. A LOTE 4, B LT. 4, B"", ""AVENIDA. VICTOR RAUL HAYA DE LA TORRE MZ. A LOTE 4, B LT. 4, B, LURIN""]"
20510359764,JUEGOS BORGOÑO S.A.C.,LA CABAÑA DE ORO,,5027 - 2025,120780001,2029-07-18,63.0,461.0,,Otro MZ. C LT. 1 Mz. MZ. C LT. 1,LURIN,LIMA,LIMA,Otro MZ. C LT. 1 Mz. MZ. C LT. 1,MZ. C LT. 1 MZ. MZ. C LT. 1,"[""MZ. C LT. 1 MZ. MZ. C LT. 1"", ""MZ. C LT. 1 MZ. MZ. C LT. 1, LURIN""]"
20510359764,JUEGOS BORGOÑO S.A.C.,TROPICAL,,4336 - 2025,120780002,2029-06-17,298.0,1892.0,,Otro Mz. D Lt. 3 - 7,LURIN,LIMA,LIMA,Otro Mz. D Lt. 3 - 7,"MZ. D LT. 3, 7","[""MZ. D LT. 3, 7"", ""MZ. D LT. 3, 7, LURIN""]"
20297159128,JUEGOS Y DIVERSIONES ORIENTAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - JUDIO S.R.L.,SALONES DE JUEGOS EL REY,,7179 - 2025,120061001,2029-10-01,75.0,195.0,,Av. SUCRE No. 637 - 641 - 645,PUEBLO LIBRE,LIMA,LIMA,Av. SUCRE No. 637 - 641 - 645,"AVENIDA. SUCRE NO. 637, 641, 645","[""AVENIDA. SUCRE NO. 637, 641, 645"", ""AVENIDA. SUCRE NO. 637, 641, 645, PUEBLO LIBRE""]"
20333610842,JUEGOS Y ENTRETENIMIENTOS S.A.,CIRCUS CIRCUS,,782,140125002,,176.0,883.0,,Av. NICOLAS AYLLON (EX CARRETERA CENTRAL) 1° PISO No. 5101 - 5103,ATE,LIMA,LIMA,Av. NICOLAS AYLLON (EX CARRETERA CENTRAL) 1° PISO No. 5101 - 5103,"AVENIDA. NICOLAS AYLLON (EX CARRETERA CENTRAL) 1 PISO NO. 5101, 5103","[""AVENIDA. NICOLAS AYLLON (EX CARRETERA CENTRAL) 1 PISO NO. 5101, 5103"", ""AVENIDA. NICOLAS AYLLON (EX CARRETERA CENTRAL) 1 PISO NO. 5101, 5103, ATE""]"
20333610842,JUEGOS Y ENTRETENIMIENTOS S.A.,EL REGALON,,003561-2023,120125001,2027-08-23,168.0,817.0,,Av. NICOLAS AYLLON No. 5189,ATE,LIMA,LIMA,Av. NICOLAS AYLLON No. 5189,AVENIDA. NICOLAS AYLLON NO. 5189,"[""AVENIDA. NICOLAS AYLLON NO. 5189"", ""AVENIDA. NICOLAS AYLLON NO. 5189, ATE""]"
20600822137,JUNCO RECREATIVOS S.A.C.,RETABLO SLOT,REST. 5TT,3483 - 2025,111969001,2029-07-25,42.0,161.0,,Av. VICTOR ANDRES BELAUNDE OESTE No. 897-A,COMAS,LIMA,LIMA,Av. VICTOR ANDRES BELAUNDE OESTE No. 897-A,"AVENIDA. VICTOR ANDRES BELAUNDE OESTE NO. 897, A","[""AVENIDA. VICTOR ANDRES BELAUNDE OESTE NO. 897, A"", ""AVENIDA. VICTOR ANDRES BELAUNDE OESTE NO. 897, A, COMAS""]"
20510542968,JUNGLE INVERSIONES S.A.C.,4 ASES,REST. 5TT,000993,110684007,,97.0,206.0,,Jr. RIOJA No. 264,TARAPOTO,SAN MARTÍN,SAN MARTÍN,Jr. RIOJA No. 264,JIRON. RIOJA NO. 264,"[""JIRON. RIOJA NO. 264"", ""JIRON. RIOJA NO. 264, TARAPOTO""]"
20510542968,JUNGLE INVERSIONES S.A.C.,SALA 4 ASES - HUARAL,,4925 - 2025,120684003,2029-07-14,57.0,140.0,,Av. CAHUAS No. 449,HUARAL,HUARAL,LIMA,Av. CAHUAS No. 449,AVENIDA. CAHUAS NO. 449,"[""AVENIDA. CAHUAS NO. 449"", ""AVENIDA. CAHUAS NO. 449, HUARAL""]"
20510542968,JUNGLE INVERSIONES S.A.C.,SALA 4 ASES - TARAPOTO II,HOTEL ***,1328 - 2026,110684009,2031-02-27,40.0,60.0,,Jr. JIMENEZ PIMENTEL No. 407,TARAPOTO,SAN MARTÍN,SAN MARTÍN,Jr. JIMENEZ PIMENTEL No. 407,JIRON. JIMENEZ PIMENTEL NO. 407,"[""JIRON. JIMENEZ PIMENTEL NO. 407"", ""JIRON. JIMENEZ PIMENTEL NO. 407, TARAPOTO""]"
20604360871,JUPITER ANALYTICS INC S.A.C.,SALON PALMERAS SLOT,REST. 5TT,131 - 2026,132302001,2030-01-16,138.0,275.0,,Calle RAMÓN MUJICA 132 (ANTES MZ. E LT. 1) No. 132,PIURA,PIURA,PIURA,Calle RAMÓN MUJICA 132 (ANTES MZ. E LT. 1) No. 132,CALLE RAMÓN MUJICA 132 (ANTES MZ. E LT. 1) NO. 132,"[""CALLE RAMÓN MUJICA 132 (ANTES MZ. E LT. 1) NO. 132"", ""CALLE RAMÓN MUJICA 132 (ANTES MZ. E LT. 1) NO. 132, PIURA""]"
20612612022,KASGAN S.A.C.,HUAYLAS,,5744 - 2025,142639001,2030-08-14,120.0,276.0,,Av. HUAYLAS No. 442 - 444 - 446,CHORRILLOS,LIMA,LIMA,Av. HUAYLAS No. 442 - 444 - 446,"AVENIDA. HUAYLAS NO. 442, 444, 446","[""AVENIDA. HUAYLAS NO. 442, 444, 446"", ""AVENIDA. HUAYLAS NO. 442, 444, 446, CHORRILLOS""]"
20565456971,KINCORP GAMING S.A.C.,ARCADIA,,0001706,141844001,2028-04-09,187.0,757.0,,Av. LA MOLINA No. 1105,LA MOLINA,LIMA,LIMA,Av. LA MOLINA No. 1105,AVENIDA. LA MOLINA NO. 1105,"[""AVENIDA. LA MOLINA NO. 1105""]"
20565457358,KINCORP INVESTMENTS S.A.C.,GRAND GOLD - PARURO,,6139 - 2024,140662001,2028-10-15,115.0,531.0,,Jr. PARURO No. 766 - 768,LIMA,LIMA,LIMA,Jr. PARURO No. 766 - 768,"JIRON. PARURO NO. 766, 768","[""JIRON. PARURO NO. 766, 768"", ""JIRON. PARURO NO. 766, 768, LIMA""]"
20447351219,KOLLQUI PERU S.C.R.L.,EL PICAFLOR,,5857 - 2025,120184003,2029-08-20,44.0,61.0,,Jr. DOS DE MAYO No. 399,TARMA,TARMA,JUNÍN,Jr. DOS DE MAYO No. 399,JIRON. DOS DE MAYO NO. 399,"[""JIRON. DOS DE MAYO NO. 399"", ""JIRON. DOS DE MAYO NO. 399, TARMA""]"
20447351219,KOLLQUI PERU S.C.R.L.,EL SOL,,1594 - 2025,120184001,2029-03-07,48.0,72.0,,Jr. LIMA No. 567,TARMA,TARMA,JUNÍN,Jr. LIMA No. 567,JIRON. LIMA NO. 567,"[""JIRON. LIMA NO. 567"", ""JIRON. LIMA NO. 567, TARMA""]"
20447351219,KOLLQUI PERU S.C.R.L.,EL TREBOL,,001723 - 2024,120184002,2028-04-11,126.0,306.0,,Jr. SAN CRISTOBAL No. 287,CHAUPIMARCA,PASCO,PASCO,Jr. SAN CRISTOBAL No. 287,JIRON. SAN CRISTOBAL NO. 287,"[""JIRON. SAN CRISTOBAL NO. 287"", ""JIRON. SAN CRISTOBAL NO. 287, CHAUPIMARCA""]"
20489398720,LA MONEDITA DE LA SUERTE S.C.R.L.,EL TINGO JUEGOS,REST. 5TT,1090 - 2025,110509003,2030-02-18,61.0,145.0,,Av. TITO JAIME No. 881-885,RUPA-RUPA,LEONCIO PRADO,HUÁNUCO,Av. TITO JAIME No. 881-885,"AVENIDA. TITO JAIME NO. 881, 885","[""AVENIDA. TITO JAIME NO. 881, 885"", ""AVENIDA. TITO JAIME NO. 881, 885, RUPA-RUPA""]"
20489398720,LA MONEDITA DE LA SUERTE S.C.R.L.,INCA PALACE,,5066 - 2025,120509002,2029-07-18,34.0,62.0,,Jr. HUANUCO No. 491,HUANUCO,HUÁNUCO,HUÁNUCO,Jr. HUANUCO No. 491,JIRON. HUANUCO NO. 491,"[""JIRON. HUANUCO NO. 491""]"
20601342724,LAFAYETTE HOLDINGS SAC,NUEVO FORTUNA,REST. 5TT,004856-2024,112628001,2029-08-22,335.0,783.0,,Av. AREQUIPA No. 2130,LINCE,LIMA,LIMA,Av. AREQUIPA No. 2130,AVENIDA. AREQUIPA NO. 2130,"[""AVENIDA. AREQUIPA NO. 2130"", ""AVENIDA. AREQUIPA NO. 2130, LINCE""]"
20530926673,LAS VEGAS DE HUARI S.A.C.,BOCANEGRA,,003169-2023,120709001,2027-10-12,94.0,319.0,,Av. BOCA NEGRA Mz. Ñ Lt. 24,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,Av. BOCA NEGRA Mz. Ñ Lt. 24,AVENIDA. BOCA NEGRA MZ. Ñ LT. 24,"[""AVENIDA. BOCA NEGRA MZ. Ñ LT. 24"", ""AVENIDA. BOCA NEGRA MZ. Ñ LT. 24, CALLAO""]"
20485982699,LAS VEGAS S.R.L.,LAS VEGAS,,2449 - 2026,120180001,2030-04-14,59.0,153.0,,Jr. PROGRESO No. 381,SAN RAMÓN,CHANCHAMAYO,JUNÍN,Jr. PROGRESO No. 381,JIRON. PROGRESO NO. 381,"[""JIRON. PROGRESO NO. 381"", ""JIRON. PROGRESO NO. 381, SAN RAMÓN""]"
20505328877,LEGUITALIA S.A.C.,BLUE STAR,,005420,120688001,2027-12-14,160.0,388.0,,Av. GIRALDEZ No. 145,HUANCAYO,HUANCAYO,JUNÍN,Av. GIRALDEZ No. 145,AVENIDA. GIRALDEZ NO. 145,"[""AVENIDA. GIRALDEZ NO. 145"", ""AVENIDA. GIRALDEZ NO. 145, HUANCAYO""]"
20603861061,LI GAMING SOCIEDAD ANONIMA CERRADA LI GAMING S.A.C.,CUZCO,,5068,142559003,2028-11-24,84.0,260.0,,Jr. CUZCO No. 600,LIMA,LIMA,LIMA,Jr. CUZCO No. 600,JIRON. CUZCO NO. 600,"[""JIRON. CUZCO NO. 600"", ""JIRON. CUZCO NO. 600, LIMA""]"
20603861061,LI GAMING SOCIEDAD ANONIMA CERRADA LI GAMING S.A.C.,HUANUCO,,1414 - 2024,142559007,2029-03-22,109.0,248.0,,Jr. PROLONGACION HUANUCO No. 1548 - 1550,LA VICTORIA,LIMA,LIMA,Jr. PROLONGACION HUANUCO No. 1548 - 1550,"JIRON. PROLONGACION HUANUCO NO. 1548, 1550","[""JIRON. PROLONGACION HUANUCO NO. 1548, 1550"", ""JIRON. PROLONGACION HUANUCO NO. 1548, 1550, LA VICTORIA""]"
